"ATP","Location","Tournament","Date","Series","Court","Surface","Round","Best.of","Winner","Loser","WRank","LRank","W1","L1","W2","L2","W3","L3","W4","L4","W5","L5","Wsets","Lsets","Comment"
6,"Melbourne","Australian Open","1/18/12","Grand Slam","Outdoor","Hard","2nd Round",5,"Del Potro J.M.","Kavcic B.","11","103","2315","552",6,4,7,5,6,3,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/18/12","Grand Slam","Outdoor","Hard","2nd Round",5,"Lopez F.","Cipolla F.","19","76","1755","671",7,5,7,6,6,2,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/18/12","Grand Slam","Outdoor","Hard","2nd Round",5,"Nadal R.","Haas T.","2","190","9595","257",6,4,6,3,6,4,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/18/12","Grand Slam","Outdoor","Hard","2nd Round",5,"Isner J.","Nalbandian D.","17","87","1800","630",4,6,6,3,2,6,7,6,10,8,"3"
6,"Melbourne","Australian Open","1/18/12","Grand Slam","Outdoor","Hard","2nd Round",5,"Lacko L.","Young D.","119","42","491","1004",6,3,6,1,3,6,6,3,NA,NA,"3"
6,"Melbourne","Australian Open","1/18/12","Grand Slam","Outdoor","Hard","2nd Round",5,"Federer R.","Beck A.","3","93","8010","592",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
6,"Melbourne","Australian Open","1/18/12","Grand Slam","Outdoor","Hard","2nd Round",5,"Dolgopolov O.","Kamke T.","13","98","2030","578",4,6,6,1,6,1,3,6,8,6,"3"
6,"Melbourne","Australian Open","1/18/12","Grand Slam","Outdoor","Hard","2nd Round",5,"Karlovic I.","Berlocq C.","57","61","842","801",7,6,3,6,6,3,6,4,NA,NA,"3"
6,"Melbourne","Australian Open","1/18/12","Grand Slam","Outdoor","Hard","2nd Round",5,"Almagro N.","Dimitrov G.","10","78","2380","666",4,6,6,3,6,7,6,4,6,0,"3"
6,"Melbourne","Australian Open","1/18/12","Grand Slam","Outdoor","Hard","2nd Round",5,"Tomic B.","Querrey S.","38","95","1048","589",3,6,6,3,7,6,6,3,NA,NA,"3"
6,"Melbourne","Australian Open","1/18/12","Grand Slam","Outdoor","Hard","2nd Round",5,"Wawrinka S.","Baghdatis M.","22","44","1615","985",7,6,6,4,5,7,6,1,NA,NA,"3"
6,"Melbourne","Australian Open","1/19/12","Grand Slam","Outdoor","Hard","2nd Round",5,"Raonic M.","Petzschner P.","25","63","1460","780",6,4,5,7,6,2,7,5,NA,NA,"3"
6,"Melbourne","Australian Open","1/19/12","Grand Slam","Outdoor","Hard","2nd Round",5,"Chela J.I.","Andujar P.","29","45","1270","920",6,4,6,4,6,3,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/19/12","Grand Slam","Outdoor","Hard","2nd Round",5,"Llodra M.","Bogomolov A.","46","34","915","1135",6,1,6,3,4,6,5,7,6,4,"3"
6,"Melbourne","Australian Open","1/19/12","Grand Slam","Outdoor","Hard","2nd Round",5,"Tsonga J.W.","Mello R.","6","108","4335","526",7,5,6,4,6,4,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/19/12","Grand Slam","Outdoor","Hard","2nd Round",5,"Tipsarevic J.","Duckworth J.","9","250","2655","191",3,6,6,2,7,6,6,4,NA,NA,"3"
6,"Melbourne","Australian Open","1/19/12","Grand Slam","Outdoor","Hard","2nd Round",5,"Ferrer D.","Sweeting R.","5","68","4925","716",6,7,6,2,3,6,6,2,6,3,"3"
6,"Melbourne","Australian Open","1/19/12","Grand Slam","Outdoor","Hard","2nd Round",5,"Gil F.","Granollers M.","107","28","537","1315",6,3,4,6,6,4,6,3,NA,NA,"3"
6,"Melbourne","Australian Open","1/19/12","Grand Slam","Outdoor","Hard","2nd Round",5,"Mahut N.","Ito T.","81","117","653","500",1,6,7,6,6,2,6,2,NA,NA,"3"
6,"Melbourne","Australian Open","1/19/12","Grand Slam","Outdoor","Hard","2nd Round",5,"Djokovic N.","Giraldo S.","1","56","13630","845",6,3,6,2,6,1,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/19/12","Grand Slam","Outdoor","Hard","2nd Round",5,"Nishikori K.","Ebden M.","26","94","1410","590",3,6,1,6,6,4,6,1,6,1,"3"
6,"Melbourne","Australian Open","1/19/12","Grand Slam","Outdoor","Hard","2nd Round",5,"Gasquet R.","Golubev A.","18","146","1765","362",6,4,6,2,3,0,NA,NA,NA,NA,"2"
6,"Melbourne","Australian Open","1/19/12","Grand Slam","Outdoor","Hard","2nd Round",5,"Murray A.","Roger-Vasselin E.","4","101","7380","562",6,1,6,4,6,4,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/19/12","Grand Slam","Outdoor","Hard","2nd Round",5,"Kukushkin M.","Troicki V.","92","23","598","1595",5,7,6,4,6,2,4,6,6,3,"3"
6,"Melbourne","Australian Open","1/19/12","Grand Slam","Outdoor","Hard","2nd Round",5,"Benneteau J.","Simon G.","39","14","1030","2005",7,5,7,6,1,6,3,6,6,2,"3"
6,"Melbourne","Australian Open","1/19/12","Grand Slam","Outdoor","Hard","2nd Round",5,"Monfils G.","Bellucci T.","15","37","1970","1060",2,6,6,0,6,4,6,2,NA,NA,"3"
6,"Melbourne","Australian Open","1/19/12","Grand Slam","Outdoor","Hard","2nd Round",5,"Hewitt L.","Roddick A.","181","16","265","1880",3,6,6,3,6,4,NA,NA,NA,NA,"2"
6,"Melbourne","Australian Open","1/20/12","Grand Slam","Outdoor","Hard","3rd Round",5,"Nadal R.","Lacko L.","2","119","9595","491",6,2,6,4,6,2,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/20/12","Grand Slam","Outdoor","Hard","3rd Round",5,"Federer R.","Karlovic I.","3","57","8010","842",7,6,7,5,6,3,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/20/12","Grand Slam","Outdoor","Hard","3rd Round",5,"Berdych T.","Anderson K.","7","32","3700","1190",7,6,7,6,6,1,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/20/12","Grand Slam","Outdoor","Hard","3rd Round",5,"Lopez F.","Isner J.","19","17","1755","1800",6,3,6,7,6,4,6,7,6,1,"3"
6,"Melbourne","Australian Open","1/20/12","Grand Slam","Outdoor","Hard","3rd Round",5,"Kohlschreiber P.","Falla A.","41","71","1005","696",6,3,6,2,7,6,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/20/12","Grand Slam","Outdoor","Hard","3rd Round",5,"Almagro N.","Wawrinka S.","10","22","2380","1615",7,6,6,2,6,4,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/20/12","Grand Slam","Outdoor","Hard","3rd Round",5,"Tomic B.","Dolgopolov O.","38","13","1048","2030",4,6,7,6,7,6,2,6,6,3,"3"
6,"Melbourne","Australian Open","1/20/12","Grand Slam","Outdoor","Hard","3rd Round",5,"Del Potro J.M.","Lu Y.H.","11","79","2315","661",6,2,6,3,6,0,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/21/12","Grand Slam","Outdoor","Hard","3rd Round",5,"Tsonga J.W.","Gil F.","6","107","4335","537",6,2,6,2,6,2,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/21/12","Grand Slam","Outdoor","Hard","3rd Round",5,"Ferrer D.","Chela J.I.","5","29","4925","1270",7,5,6,2,6,1,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/21/12","Grand Slam","Outdoor","Hard","3rd Round",5,"Djokovic N.","Mahut N.","1","81","13630","653",6,0,6,1,6,1,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/21/12","Grand Slam","Outdoor","Hard","3rd Round",5,"Gasquet R.","Tipsarevic J.","18","9","1765","2655",6,3,6,3,6,1,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/21/12","Grand Slam","Outdoor","Hard","3rd Round",5,"Nishikori K.","Benneteau J.","26","39","1410","1030",4,6,7,6,7,6,6,3,NA,NA,"3"
6,"Melbourne","Australian Open","1/21/12","Grand Slam","Outdoor","Hard","3rd Round",5,"Kukushkin M.","Monfils G.","92","15","598","1970",6,2,7,5,5,7,1,6,6,4,"3"
6,"Melbourne","Australian Open","1/21/12","Grand Slam","Outdoor","Hard","3rd Round",5,"Murray A.","Llodra M.","4","46","7380","915",6,4,6,2,6,0,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/21/12","Grand Slam","Outdoor","Hard","3rd Round",5,"Hewitt L.","Raonic M.","181","25","265","1460",4,6,6,3,7,6,6,3,NA,NA,"3"
6,"Melbourne","Australian Open","1/22/12","Grand Slam","Outdoor","Hard","4th Round",5,"Nadal R.","Lopez F.","2","19","9595","1755",6,4,6,4,6,2,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/22/12","Grand Slam","Outdoor","Hard","4th Round",5,"Berdych T.","Almagro N.","7","10","3700","2380",4,6,7,6,7,6,7,6,NA,NA,"3"
6,"Melbourne","Australian Open","1/22/12","Grand Slam","Outdoor","Hard","4th Round",5,"Del Potro J.M.","Kohlschreiber P.","11","41","2315","1005",6,4,6,2,6,1,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/22/12","Grand Slam","Outdoor","Hard","4th Round",5,"Federer R.","Tomic B.","3","38","8010","1048",6,4,6,2,6,2,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/23/12","Grand Slam","Outdoor","Hard","4th Round",5,"Murray A.","Kukushkin M.","4","92","7380","598",6,1,6,1,1,0,NA,NA,NA,NA,"2"
